Date,Open,High,Low,Close,Adj Close,Volume,
2004/1/1,1.539286,1.774286,1.512857,1.611429,1.406315,1981950600,0.060283791
2004/2/1,1.604286,1.721429,1.55,1.708571,1.491093,1230507600,0.13043452
2004/3/1,1.721429,2.01,1.685714,1.931429,1.685583,2906528800,-0.046597527
2004/4/1,1.920714,2.112857,1.820714,1.841429,1.607039,2232543600,0.088440915
2004/5/1,1.857143,2.055714,1.821429,2.004286,1.749167,1326068800,0.159657711
2004/6/1,1.985,2.442143,1.972143,2.324286,2.028435,2056808600,-0.006146118
2004/7/1,2.292857,2.402143,2.052857,2.31,2.015968,2424144800,0.066481214
2004/8/1,2.227143,2.512857,2.121428,2.463571,2.149992,2002841400,0.123513948
2004/9/1,2.45,2.805,2.442143,2.767857,2.415546,1918376600,0.352257833
2004/10/1,2.794286,3.8,2.689286,3.742857,3.266441,4023591600,0.27958013
2004/11/1,3.75,4.969285,3.717143,4.789286,4.179673,4359901000,-0.039522709
2004/12/1,4.842143,4.853571,4.4,4.6,4.014481,3987153800,0.194099561
2005/1/1,4.627143,5.563571,4.471428,5.492857,4.79369,6427061200,0.16670957
2005/2/1,5.503572,6.491428,5.47,6.408571,5.592844,5362236600,-0.071109976
2005/3/1,6.427143,6.444286,5.547143,5.952857,5.195137,3668980000,-0.134629173
2005/4/1,6.012857,6.35,4.857143,5.151429,4.49572,4843879600,0.102606479
2005/5/1,5.172857,5.848571,4.73,5.68,4.95701,3214573600,-0.074194726
2005/6/1,5.698571,5.822857,5.074286,5.258572,4.589226,2831798900,0.158652243
2005/7/1,5.261428,6.34,5.184286,6.092857,5.317317,2523561600,0.099413859
2005/8/1,6.081429,6.904286,6.002857,6.698571,5.845932,2350201700,0.143314359
2005/9/1,6.714286,7.794286,6.584286,7.658571,6.683738,3086942600,0.074239595
2005/10/1,7.737143,8.282857,6.838572,8.227143,7.179936,4660861800,0.17763501
2005/11/1,8.177143,10.152857,8.124286,9.688571,8.455344,3364106900,0.060011751
2005/12/1,9.85,10.78,9.83,10.27,8.962764,3266041100,0.050355002
2006/1/1,10.34,12.342857,10.124286,10.787143,9.414084,5469592800,-0.092967834
2006/2/1,10.707143,10.922857,8.985714,9.784286,8.538877,4690174300,-0.084246207
2006/3/1,9.834286,9.998571,8.238571,8.96,7.819509,5798158100,0.122289775
2006/4/1,9.095715,10.292857,8.721429,10.055715,8.775755,5029820600,-0.150873629
2006/5/1,10.11,10.542857,8.384286,8.538571,7.451725,3902194800,-0.041827094
2006/6/1,8.55,9.014286,7.915714,8.181429,7.140041,4484155900,0.186659292
2006/7/1,8.217143,9.804286,7.165714,9.708571,8.472796,4369935500,-0.001618356
2006/8/1,9.602858,10,8.94,9.692857,8.459084,4471911500,0.134561496
2006/9/1,9.782857,11.111428,9.688571,10.997143,9.597351,4430389600,0.053260634
2006/10/1,10.728572,11.8,10.371428,11.582857,10.108512,3596989200,0.130488642
2006/11/1,11.585714,13.308572,11.112857,13.094286,11.427558,3458721000,-0.074405573
2006/12/1,13.114285,13.19,10.967143,12.12,10.577284,4222698200,0.010490595
2007/1/1,12.327143,13.971429,11.7,12.247143,10.688246,6802445300,-0.013064538
2007/2/1,12.318571,12.972857,11.837143,12.087143,10.548609,3430588700,0.09809701
2007/3/1,12.004286,13.832857,11.964286,13.272857,11.583396,3979661000,0.074158045
2007/4/1,13.448571,14.642858,12.8,14.257143,12.442398,3364935000,0.21432854
2007/5/1,14.227143,17.452858,14.078571,17.312857,15.109159,4341267000,0.007013891
2007/6/1,17.299999,18.23,16.485714,17.434286,15.215133,5819885400,0.079646034
2007/7/1,17.292856,21.274286,17.042856,18.822857,16.426958,6004643400,0.051001591
2007/8/1,19.091429,19.950001,15.945714,19.782858,17.264759,6090199500,0.108246863
2007/9/1,19.991428,22.142857,18.571428,21.924286,19.133615,5232805900,0.237701083
2007/10/1,22.09,27.16,21.847143,27.135714,23.681696,5819447900,-0.040694889
2007/11/1,26.942858,27.525715,21.518572,26.031429,22.717972,6549947600,0.087037611
2007/12/1,25.98,28.994286,25.284286,28.297142,24.69529,4313169700,-0.316639651
2008/1/1,28.467142,28.608572,18.02,19.337143,16.875782,8793472100,-0.076389112
2008/2/1,19.462856,19.512857,16.491428,17.860001,15.586656,6216488600,0.147816504
2008/3/1,17.777143,20.82,16.857143,20.5,17.890621,5731818400,0.21219515
2008/4/1,20.9,25.714285,20.515715,24.85,21.686924,5696745600,0.085081914
2008/5/1,24.994286,27.462856,24.571428,26.964285,23.532089,4647053600,-0.112900644
2008/6/1,26.942858,27.135714,23.450001,23.92,20.875301,4868948700,-0.05070485
2008/7/1,23.461428,25.844286,20.932858,22.707144,19.816822,4937440200,0.066562237
2008/8/1,22.842857,25.778572,21.844286,24.218571,21.135874,3271438800,-0.329558551
2008/9/1,24.628571,24.785715,14.37,16.237143,14.170366,6016890600,-0.053404549
2008/10/1,15.988571,16.628571,12.142858,15.37,13.413604,10356677800,-0.138674662
2008/11/1,15.132857,15.97,11.305715,13.238571,11.553477,5904865400,-0.078990247
2008/12/1,13.042857,14.8,12.078571,12.192857,10.640865,5053461700,0.056005033
2009/1/1,12.268572,13.881429,11.171429,12.875714,11.236807,4526435200,-0.009098225
2009/2/1,12.728572,14.714286,12.358571,12.758572,11.134572,3466862700,0.177024047
2009/3/1,12.588572,15.711429,11.761429,15.017143,13.105659,3856149500,0.197012756
2009/4/1,14.87,18.171429,14.841429,17.975714,15.687641,2955420300,0.079313518
2009/5/1,17.971428,19.414286,17.054285,19.401428,16.931883,2364285700,0.048744608
2009/6/1,19.495714,20.914286,18.982857,20.347143,17.757221,3168893000,0.147159851
2009/7/1,20.5,23.571428,19.202858,23.341429,20.370371,2735534200,0.02950015
2009/8/1,23.601429,24.641428,22.774286,24.030001,20.9713,2041281200,0.101896401
2009/9/1,23.998571,26.985714,23.444286,26.478571,23.1082,2497329800,0.01699479
2009/10/1,26.478571,29.815714,25.814285,26.928572,23.500919,3239044200,0.060530399
2009/11/1,27.114286,29.714285,26.51,28.558571,24.923439,2113696200,0.054124553
2009/12/1,28.891428,30.564285,26.954287,30.104286,26.272409,2848489700,-0.08859652
2010/1/1,30.49,30.798571,27.178572,27.437143,23.944765,3792248600,0.065395881
2010/2/1,27.481428,29.309999,27.264286,29.231428,25.510654,2694020000,0.148470478
2010/3/1,29.392857,33.925713,29.35,33.57143,29.298233,3038543200,0.11102103
2010/4/1,33.915714,38.922855,33.25,37.298573,32.550953,3091782400,-0.016124874
2010/5/1,37.691429,38.26857,28.464285,36.697144,32.026073,4520663700,-0.020826593
2010/6/1,37.098572,39.85857,34.599998,35.932858,31.359079,4162813200,0.022740878
2010/7/1,36.328571,37.998573,34.228573,36.75,32.072212,3917426100,-0.055004875
2010/8/1,37.205715,37.754284,33.651428,34.728573,30.308084,2397280200,0.167214826
2010/9/1,35.352856,42.104286,35.182858,40.535713,35.376045,2962479800,0.060722814
2010/10/1,40.878571,45.57143,39.681427,42.997143,37.524178,3058644400,0.033789734
2010/11/1,43.174286,45.900002,42.537144,44.450001,38.79211,2377021500,0.036670344
2010/12/1,45.03857,46.665714,44.984287,46.080002,40.21463,1743308700,0.051959374
2011/1/1,46.52,49.799999,46.405716,48.474285,42.304157,2710383900,0.040934724
2011/2/1,48.757141,52.128571,48.245716,50.458572,44.035866,2323987400,-0.013306517
2011/3/1,50.781429,51.667141,46.60857,49.787144,43.449902,2826614700,0.004647951
2011/4/1,50.158573,50.732857,45.737144,50.01857,43.651855,2313457300,-0.006568495
2011/5/1,49.962856,50.261429,47.060001,49.689999,43.365128,1728015100,-0.034959818
2011/6/1,49.83857,50.304287,44.357143,47.952858,41.849091,2315962600,0.163285148
2011/7/1,47.992859,57.785713,47.742859,55.782856,48.682426,2663486700,-0.014469102
2011/8/1,56.825714,57.07143,50.431427,54.975716,47.978035,4035649800,-0.00912082
2011/9/1,55.117142,60.408573,52.354286,54.474285,47.540436,2994362000,0.061522869
2011/10/1,54.33857,60.957142,50.605713,57.825714,50.46526,3285356900,-0.055783266
2011/11/1,56.772858,58.285713,51.902859,54.599998,47.650143,2240925400,0.059654553
2011/12/1,54.648571,58.441429,53.954285,57.857143,50.492691,1576633100,0.127110892
2012/1/1,58.485714,65.46286,58.42857,65.211426,56.910862,1714963600,0.188311082
2012/2/1,65.487144,78.230003,64.854286,77.491432,67.627808,2842138600,0.105283525
2012/3/1,78.309998,88.778572,73.745712,85.650002,74.747902,3896084500,-0.02596996
2012/4/1,85.975716,92,79.285713,83.425713,72.806702,3899747600,-0.01070249
2012/5/1,83.557144,85.251427,74.597145,82.53286,72.027489,2776586400,0.010853009
2012/6/1,81.308571,84.285713,78.35714,83.428574,72.809204,1963956400,0.045822242
2012/7/1,83.53286,88.552856,81.428574,87.251427,76.145485,2227412600,0.089200272
2012/8/1,87.987144,97.267143,85.75,95.034286,82.937683,2069051600,0.007101585
2012/9/1,95.108574,100.724289,93.714287,95.300003,83.526672,2299751300,-0.107600396
2012/10/1,95.879997,96.678574,83.957146,85.045715,74.539169,3035707500,-0.016864784
2012/11/1,85.459999,86.14286,72.25,83.611427,73.282082,3232462800,-0.086590034
2012/12/1,84.807144,84.941429,71.604286,76.024284,66.936584,3033188200,-0.144089158
2013/1/1,79.117142,79.285713,62.142857,65.07,57.291748,3280855900,-0.030933792
2013/2/1,65.587143,69.277145,62.522858,63.057144,55.519497,2336008500,0.008699124
2013/3/1,62.57143,67.135712,59.857143,63.237144,56.002468,2294219200,0.000271042
2013/4/1,63.128571,63.607143,55.014286,63.254284,56.017647,2740872400,0.015696482
2013/5/1,63.494286,66.535713,59.842857,64.247147,56.896927,2361882600,-0.112457251
2013/6/1,64.389999,64.918571,55.552856,56.647144,50.498455,1754634000,0.141225093
2013/7/1,57.527142,65.334282,57.317142,64.647141,57.630104,1634528700,0.076658338
2013/8/1,65.10714,73.391426,64.751427,69.602859,62.047932,2014584600,-0.015028817
2013/9/1,70.442856,72.559998,63.888573,68.10714,61.115425,2157735300,0.09638174
2013/10/1,68.349998,77.035713,68.325714,74.671425,67.005836,1959433000,0.063841663
2013/11/1,74.860001,79.761429,73.197144,79.438568,71.2836,1306288900,0.014792126
2013/12/1,79.714287,82.162857,76.971428,80.145714,72.338036,1764349300,0.005412167
